Unnamed: 0,title,ingredients,directions,link,source,NER
1429638,Peppernut Tea Bread,"[""1 1/2 cups all-purpose flour"", ""1 teaspoon baking soda"", ""3/4 teaspoon salt"", ""1/2 teaspoon grated whole nutmeg"", ""1/2 teaspoon ground cinnamon"", ""1/4 teaspoon ground star anise"", ""1/4 teaspoon freshly ground black pepper"", ""1 cup apple butter"", ""1/4 cup sugar"", ""1/4 cup honey"", ""2 large eggs, lightly beaten"", ""1/2 cup golden raisins"", ""2 tablespoons sliced almonds, divided"", ""Cooking spray""]","[""Preheat oven to 325\u00b0."", ""Lightly spoon flour into dry measuring cups; level with a knife. Combine flour and next 6 ingredients (through pepper) in a large bowl, stirring with a whisk. Add apple butter, sugar, honey, and eggs; stir with a whisk until well combined. Fold in raisins and 1 tablespoon almonds."", ""Spoon batter into a 9 x 5-inch loaf pan coated with cooking spray. Sprinkle with 1 tablespoon of almonds. Bake at 325\u00b0 for 35 minutes or until a wooden pick inserted in center comes out clean. Loosen bread from sides of pan using a narrow metal spatula; turn out onto a wire rack; cool.""]",www.myrecipes.com/recipe/peppernut-tea-bread,Gathered,"[""flour"", ""baking soda"", ""salt"", ""nutmeg"", ""ground cinnamon"", ""ground star anise"", ""freshly ground black pepper"", ""apple butter"", ""sugar"", ""honey"", ""eggs"", ""golden raisins"", ""almonds"", ""Cooking spray""]"
131409,Cajun Red Beans And Rice,"[""3 smoked hot sausages (approximately 1 lb.), cut into diagonal slices"", ""1 medium chopped onion"", ""3/4 c. chopped celery"", ""3/4 c. chopped bell pepper"", ""1/4 tsp. marjoram"", ""1/2 tsp. salt (taste)"", ""3 garlic cloves, minced"", ""1 bay leaf"", ""8 c. water"", ""1/2 tsp. each: red, white and black pepper""]","[""Sort, rinse and soak red beans according to package directions."", ""Combine all ingredients except rice and cook covered for 4 hours at low boil on stove top or 10 to 12 hours in crock-pot.""]",www.cookbooks.com/Recipe-Details.aspx?id=193794,Gathered,"[""onion"", ""celery"", ""bell pepper"", ""marjoram"", ""salt"", ""garlic"", ""bay leaf"", ""water"", ""red""]"
2215092,Gingerbread Cheesecake with Orange Sauce,"[""Gingerbread Cheesecake"", ""1-3/4 qt. gingersnaps, finely crushed"", ""1-3/4 cups unsalted butter, melted"", ""4 tubs PHILADELPHIA Cheesecake Batter, slacked for 1 hour"", ""2-2/3 Tbsp. ground ginger"", ""1 tsp. ground cloves"", ""2-2/3 Tbsp. ground cinnamon"", ""Orange Sauce"", ""1 qt. water, divided"", ""2 Tbsp. cornstarch"", ""1-1/2 cups frozen orange juice concentrate, thawed"", ""2 cups sugar"", ""2 Tbsp. unsalted butter"", ""4 each vanilla beans, scraped"", ""2 qt. navel oranges, cut into supremes King Sooper's 1 lb For $0.99 thru 02/09""]","[""Gingerbread Cheesecake: Combine cookie crumbs and butter; press onto bottoms of 4 (9-inch) springform pans (or onto bottom of 1 springform pan for trial recipe)."", ""Bake in 325 degrees F standard oven 10 min."", ""; cool."", ""Add 2 tsp."", ""each cinnamon and ginger, and 1/4 tsp."", ""cloves to cheesecake batter in each tub; mix well."", ""Pour 1 tub batter over each crust."", ""Bake as directed on cheesecake tub; cool completely."", ""Refrigerate several hours or until chilled."", ""Cut each cheesecake into 12 slices."", ""Orange Sauce for each Cheesecake: Mix 1/4 cup (2 oz.)"", ""water and cornstarch."", ""Add 7 oz."", ""water, 6 Tbsp."", ""orange juice concentrate, 1/2 cup sugar, 1-1/2 tsp."", ""butter and seeds from 1 vanilla bean to small saucepan; bring just to boil on medium heat."", ""Reduce heat to medium-low."", ""Add cornstarch slurry; whisk 1 min."", ""Remove from heat."", ""Stir in oranges; cool.."", ""For each serving: Top 1 Cheesecake slice with 1/4 cup Orange Sauce.""]",www.kraftrecipes.com/recipes/gingerbread-cheesecake-orange-sauce-137372.aspx,Recipes1M,"[""unsalted butter"", ""Batter"", ""ground ginger"", ""ground cloves"", ""ground cinnamon"", ""Orange Sauce"", ""water"", ""cornstarch"", ""orange juice concentrate"", ""sugar"", ""unsalted butter"", ""vanilla beans"", ""oranges""]"
498522,Pecan Pie,"[""1 c. sugar"", ""1/4 c. butter"", ""1 tsp. vanilla"", ""3/4 c. white syrup"", ""3 eggs"", ""1 c. pecans""]","[""Dissolve sugar, syrup and butter in a saucepan over low heat. Pour over beaten eggs."", ""Add vanilla and nuts."", ""Put in unbaked pie shell."", ""Bake at 325\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=825643,Gathered,"[""sugar"", ""butter"", ""vanilla"", ""white syrup"", ""eggs"", ""pecans""]"
2068194,Easy but Amazing Lychee & Coconut Pudding,"[""700 ml Milk"", ""1 can Lychee (canned)"", ""70 ml Coconut milk"", ""30 grams Light brown sugar"", ""10 grams Gelatin"", ""6 tbsp Water to dissolve the gelatin""]","[""Put the gelatin in the water and microwave for 40-60 seconds to dissolve."", ""Heat the milk and add the sugar and dissolved gelatin."", ""Once the sides of the pot start to bubble, remove from heat."", ""Add the coconut liquor, mix, then transfer to a container."", ""Once it's cooled, put it in the refrigerator to chill and set."", ""Once it's set, transfer the pudding to a dish."", ""Cut the chilled lychee and pour over the pudding together with the canned liquid, and it's done.""]",cookpad.com/us/recipes/147562-easy-but-amazing-lychee-coconut-pudding,Recipes1M,"[""Milk"", ""Coconut milk"", ""brown sugar"", ""Gelatin"", ""Water""]"
2178202,kale smoothie for flat belly,"[""3 oz greek vanilla yogurt"", ""1 tbsp almond butter"", ""1/2 cup frozen blueberries"", ""1/2 cup frozen pineapple"", ""1 cup kale"", ""3/4 cup water""]","[""blend all ingredients."", ""Enjoy right away."", ""drink at least 2-3 times weekly""]",cookpad.com/us/recipes/337278-kale-smoothie-for-flat-belly,Recipes1M,"[""vanilla yogurt"", ""almond butter"", ""frozen blueberries"", ""frozen pineapple"", ""kale"", ""water""]"
1163695,Neptune Salad,"[""8 ounces medium pasta shells, cooked and drained"", ""1 (6 ounce) can tuna in water, drained"", ""2/3 cup ranch salad dressing or 2/3 cup fat free ranch dressing"", ""1 1/2 - 2 tablespoons Salad Supreme dry seasoning"", ""1 dash black pepper"", ""1 dash salt"", ""1 dash garlic powder"", ""2 green onions, chopped"", ""10 cherry tomatoes, halved or 3/4 cup diced tomatoes"", ""1/4 cup diced celery"", ""1/4 cup diced green pepper"", ""1/2 cup frozen green pea, thawed (optional)""]","[""Combine pasta, tuna, and veggies in medium bowl."", ""Mix together the salad supreme seasoning, ranch dressing, black pepper, salt, and garlic powder in small bowl."", ""Pour over salad, and mix well."", ""Refrigerate 1-2 hours before serving.""]",www.food.com/recipe/neptune-salad-19307,Gathered,"[""pasta shells"", ""tuna"", ""ranch salad dressing"", ""Salad Supreme dry seasoning"", ""black pepper"", ""salt"", ""garlic powder"", ""green onions"", ""tomatoes"", ""celery"", ""green pepper"", ""frozen green pea""]"
1159736,Mostaccioli Spinach Bake,"[""8 ounces mostaccioli pasta, uncooked (about 3 cups)"", ""2 tablespoons butter, divided"", ""1 cup onion, vertically sliced"", ""2 teaspoons garlic, minced"", ""1/4 cup flour"", ""2 1/2 cups skim milk"", ""1 1/4 cups parmesan cheese, shredded, divided"", ""1 1/2 teaspoons dried Italian seasoning"", ""1/2 teaspoon pepper"", ""1 (14 1/2 ounce) can diced tomatoes, with basil, garlic and oregano"", ""1 (10 ounce) package frozen chopped spinach, thawed and drained"", ""cooking spray"", ""1/4 cup dry breadcrumbs"", ""2 tablespoons parmesan cheese, shredded"", ""parsley sprig (optional)""]","[""Preheat oven to 350 degrees."", ""Cook pasta according to package directions, omitting salt and fat. Drain, set aside."", ""Melt 1 tablespoon butter in a medium heavy saucepan over medium-high heat. Add onion and garlic; saute 5 minutes or until tender. Add flour, cook 30 seconds, stirring constantly. Gradually add milk; cook 4 minutes or until bubbly. Remove from heat. Stir in 1/4 cup of cheese, Italian seasoning, and pepper; remove from heat."", ""Combine pasta, cheese sauce, 1 cup parmesan cheese, tomatoes, and spinach in a large bowl; stir well. Spoon mixture into a 13 x 9 baking dish coated with cooking spray."", ""Combine breadcrumbs, 2 tablespoons cheese, and remaining 1 tablespoon butter; sprinkle over pasta mixture. Bake at 350 for 30 minutes or until thoroughly heated. Garnish with parsley, if desired.""]",www.food.com/recipe/mostaccioli-spinach-bake-239860,Gathered,"[""mostaccioli pasta"", ""butter"", ""onion"", ""garlic"", ""flour"", ""milk"", ""parmesan cheese"", ""Italian seasoning"", ""pepper"", ""tomatoes"", ""cooking spray"", ""breadcrumbs"", ""parmesan cheese"", ""parsley""]"
2079816,Mom's Spaghetti In Vodka Sauce Recipe,"[""1 tbsp. red pepper flakes"", ""1/4 c. vodka"", ""2 shallots, minced fine"", ""1 tbsp. extra virgin olive oil"", ""1 c. heavy cream"", ""1 tbsp. butter"", ""10 plum tomatoes, minced and seeded Or possibly 28 ounce. can Italian tomatoes"", ""1 pound angel hair pasta""]","[""Soak pepper in vodka overnight."", ""Strain and throw away peppers before use."", ""Reserve peppered vodka."", ""Saute/fry shallots in oil and butter till golden brown."", ""Add in tomatoes and cook 5-10 min (or possibly if using fresh tomatoes, till tomatoes release liquid)."", ""Stir in vodka."", ""Bring to a boil."", ""Stir in cream."", ""Bring to a brisk boil till sauce coats spoon."", ""While cooking sauce, cook pasta as directed on package."", ""Pour sauce over pasta and serve."", ""Serves 4.""]",cookeatshare.com/recipes/mom-s-spaghetti-in-vodka-sauce-18447,Recipes1M,"[""red pepper"", ""vodka"", ""shallots"", ""extra virgin olive oil"", ""heavy cream"", ""butter"", ""tomatoes"", ""pasta""]"
444378,Strawberry Punch,"[""3 pkg. strawberry Kool-Aid"", ""2 pkg. cherry Kool-Aid"", ""1 pkg. frozen strawberries"", ""1 jar maraschino cherries"", ""1 (No. 2) can crushed pineapple"", ""1 gal. ginger ale""]","[""Make Kool-Aid according to directions on package."", ""Add strawberries, pineapple and cherries."", ""Place in freezer until partially frozen."", ""Pour ginger ale over icy mix before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=848304,Gathered,"[""strawberry"", ""cherry"", ""frozen strawberries"", ""maraschino cherries"", ""pineapple"", ""ginger ale""]"
1462507,Pineapple Fritters,"[""3/4 cup all-purpose flour"", ""1/2 teaspoon baking powder"", ""1/8 teaspoon salt"", ""1/4 cup sugar"", ""1/4 cup plus 1 tablespoon whole milk"", ""1 tablespoon margarine, melted"", ""1 egg, lightly beaten"", ""Vegetable oil"", ""6 (3/4-inch-thick) slices fresh pineapple (about 1 medium)"", ""1/2 cup sifted powdered sugar"", ""1/4 teaspoon ground cinnamon"", ""1 1/2 cups Neapolitan ice cream""]","[""Combine first 4 ingredients in a medium bowl; add milk, margarine, and egg, stirring with a wire whisk until blended."", ""Pour oil to a depth of 2 to 3 inches into a Dutch oven; heat to 375\u00b0. Dredge pineapple slices in flour mixture. Fry pineapple slices in hot oil, 2 slices at a time, until golden, turning once. Drain well on paper towels."", ""Combine powdered sugar and cinnamon; sift over warm pineapple slices. Transfer slices to individual serving plates; top each with 1/4 cup Neapolitan ice cream. Serve immediately.""]",www.myrecipes.com/recipe/pineapple-fritters,Gathered,"[""flour"", ""baking powder"", ""salt"", ""sugar"", ""milk"", ""margarine"", ""egg"", ""Vegetable oil"", ""pineapple"", ""powdered sugar"", ""ground cinnamon"", ""cream""]"
113835,Asparagus,"[""asparagus"", ""1 Tbsp. butter"", ""grated Parmesan cheese""]","[""Peel the bottom of asparagus."", ""Cook 1 minute in pot of water; drain."", ""Place asparagus in ovenproof pan."", ""Spread with the melted butter; sprinkle with cheese."", ""Bake for 6 minutes in a 500\u00b0 oven.""]",www.cookbooks.com/Recipe-Details.aspx?id=944699,Gathered,"[""asparagus"", ""butter"", ""Parmesan cheese""]"
733036,Corn Fritters,"[""1/2 c. milk"", ""2 c. flour, sifted"", ""3 Tbsp. baking powder"", ""dash of pepper"", ""2 c. corn"", ""1 tsp. salt"", ""2 eggs"", ""1 Tbsp. melted butter""]","[""Add milk to corn."", ""Sift flour; measure."", ""Add baking powder, salt and pepper."", ""Combine with milk mixture."", ""Add melted butter. Add eggs, one at a time."", ""Beat thoroughly until well blended. Drop by spoonfuls in deep fat."", ""Fry to a golden brown; drain hot.""]",www.cookbooks.com/Recipe-Details.aspx?id=349195,Gathered,"[""milk"", ""flour"", ""baking powder"", ""pepper"", ""corn"", ""salt"", ""eggs"", ""butter""]"
396493,Baked Macaroni And Cheese,"[""2 1/2 c. macaroni (dry measure)"", ""2 Tbsp. butter"", ""American cheese"", ""2 c. hot milk"", ""2 Tbsp. butter (until melted)"", ""salt and pepper""]","[""Cook macaroni by package directions."", ""Drain and toss with 2 tablespoons butter."", ""Put half of macaroni in sprayed 9 x 13 baking dish."", ""Cover with slices of American cheese."", ""Top evenly with remaining macaroni, then another layer of cheese slices."", ""Stir together milk and 2 tablespoons butter until melted."", ""Salt and pepper to taste."", ""Pour over macaroni and cheese."", ""Bake 15 minutes at 350\u00b0, then cover loosely with foil to prevent a hard crust on top."", ""Bake about 20 to 25 minutes more until liquid is no longer \""runny\"" in bottom.""]",www.cookbooks.com/Recipe-Details.aspx?id=56387,Gathered,"[""macaroni"", ""butter"", ""American cheese"", ""hot milk"", ""butter"", ""salt""]"
537104,Easy Cheese Danish,"[""2 tubes crescent rolls"", ""2 - 8 oz. pkgs. cream cheese"", ""1 C. sugar"", ""1 egg yolk"", ""1 tsp. vanilla"", ""1 C. confectioners' sugar"", ""milk to moisten""]","[""Preheat oven to 350 degrees. Press one tube of crescent roll dough in bottom of 13x9 inch pan. Mix next four ingredients and spread over dough. Put second tube of crescent rolls on top of filling and bake for 15-20 minutes until brown. Mix confectioners' sugar and milk to form a glaze and spread over hot baked pastry.""]",www.cookbooks.com/Recipe-Details.aspx?id=57302,Gathered,"[""crescent rolls"", ""cream cheese"", ""sugar"", ""egg yolk"", ""vanilla"", ""confectioners"", ""milk""]"
838412,Cinnamon Brownies,"[""3/4 c. cocoa"", ""2/3 c. margarine"", ""2 eggs"", ""1 1/3 c. flour"", ""1/4 tsp. salt"", ""1/2 tsp. soda"", ""1/2 c. boiling water"", ""2 c. sugar"", ""1 tsp. vanilla"", ""1 1/2 to 2 tsp. cinnamon"", ""1 c. semi-sweet chips""]","[""Combine cocoa and soda."", ""Melt margarine and blend in 1/3 cup with boiling water."", ""Add to cocoa mixture, stirring until thickened."", ""Combine sugar, eggs and vanilla; stir in with 1/3 cup margarine and add to chocolate mixture."", ""Add flour, cinnamon and salt to chocolate mixture."", ""Fold in 1 cup semi-sweet chips."", ""Bake in 13 x 9-inch greased pan for 40 minutes at 350\u00b0."", ""After cooling, frost.""]",www.cookbooks.com/Recipe-Details.aspx?id=347823,Gathered,"[""cocoa"", ""margarine"", ""eggs"", ""flour"", ""salt"", ""soda"", ""boiling water"", ""sugar"", ""vanilla"", ""cinnamon"", ""semi-sweet chips""]"
2043281,Mother of All Dragons Cocktail,"[""4 ounces cranberry juice"", ""2 ounces berry vodka, such as Ciroc Berry Vodka"", ""1 ounce simple syrup"", ""Juice of 1/2 lime, plus a slice for garnish"", ""Ice"", ""Finely ground black pepper""]","[""Pour the cranberry juice, vodka, simple syrup and lime juice into a cocktail shaker filled with ice."", ""Shake or stir and strain into a martini glass."", ""Float a pinch of black pepper on top of cocktail and garnish with a lime slice.""]",www.foodnetwork.com/recipes/sandra-lee/mother-of-all-dragons-cocktail-recipe.html,Recipes1M,"[""cranberry juice"", ""berry vodka"", ""simple syrup"", ""lime"", ""ground black pepper""]"
2059495,Coffee Creme Caramels,"[""1 13 cups sugar"", ""14 cup water"", ""2 cups whole milk"", ""4 teaspoons instant coffee granules (espresso is good)"", ""3 eggs"", ""2 egg yolks"", ""2 tablespoons dark rum""]","[""Preheat oven to 330F Place six, 1/2 cup ramekins in baking pan large enough to hold them."", ""Place pan in oven until ramekins are hot, about 10 minutes."", ""Bring 1 cup sugar and 1/4 cup water to boil in small pan, stirring, until sugar dissolves."", ""Continue boiling, without stirring, until golden-brown, swirling occasionally, about 6 minutes."", ""Immediately pour into ramekins, distributing evenly."", ""Quickly rotate ramekins to coat sides (wear oven gloves as ramekins will be HOT!)."", ""Cool."", ""Bring milk to boil in small saucepan."", ""Remove from heat."", ""Stir in coffee granules."", ""Whisk eggs, yolks and 1/3 cup sugar to blend in large bowl."", ""Gradually whisk in hot milk."", ""Stir in rum."", ""Divide among ramekins."", ""Pour enough hot water into baking pan to come halfway up the sides of ramekins."", ""Bake until edges are set, about 1 1/4 hours."", ""Remove from water and refrigerate about 6 hours."", ""Run a sharp knife around edges of cooled custards to loosen."", ""Invert onto plates and serve.""]",www.food.com/recipe/coffee-creme-caramels-62945,Recipes1M,"[""sugar"", ""water"", ""milk"", ""coffee"", ""eggs"", ""egg yolks"", ""dark rum""]"
1380635,Turkey Lentil Chili,"[""1 pound ground turkey"", ""1 medium onion, chopped"", ""2-3 garlic cloves, finely minced"", ""5 to 6 cups chicken stock"", ""2 cups brown lentils, picked through, rinsed"", ""1 (15 oz) can tomato sauce"", ""1 (14.5 oz) can diced cut tomatotes"", ""1 tablespoon chili powder"", ""1 teaspoon ground cumin"", ""2 to 3 teaspoons epazote"", ""1 teaspoon crushed red pepper flakes"", ""salt and pepper to taste"", ""green onion, sliced"", ""cheddar cheese, grated""]","[""In a heavy stock pot, saute the onion and garlic until onion is transparent. Crumble in the ground turkey and cook until turkey is cooked through, stirring frequently."", ""Add from broth through epazote, stir to blend, bring to a boil; reduce heat, cover and cook on medium heat for 30 to 40 minutes or until lentils are tender. At end of the cooking time, season with salt, pepper and red pepper flakes."", ""Garnish each serving with sliced green onions and grated cheddar cheese, if desired.""]",food52.com/recipes/29879-turkey-lentil-chili,Gathered,"[""ground turkey"", ""onion"", ""garlic"", ""chicken stock"", ""brown lentils"", ""tomato sauce"", ""tomatotes"", ""chili powder"", ""ground cumin"", ""epazote"", ""red pepper"", ""salt"", ""green onion"", ""cheddar cheese""]"
1575662,Buttermilk Syrup,"[""3/4 cups Buttermilk"", ""1-1/2 cup Sugar"", ""1 stick Butter"", ""2 Tablespoons Corn Syrup"", ""1 teaspoon Baking Soda"", ""1 teaspoon Vanilla""]","[""Combine all of the ingredients except vanilla in a LARGE saucepan. Put it on medium heat and stir frequently bringing to a boil. Then reduce to low heat. Cook and stir frequently for 8-9 minutes. When done it should have a golden brown color. Warning, it bubbles up quickly."", ""Remove from heat and stir in vanilla."", ""You can skim the foam off or stir it into the syrup. (Who are we kidding!? Stir it in, it's so yummy! It will take a little bit of vigorous stirring though.)"", ""Enjoy on pancakes, waffles, you name it!""]",tastykitchen.com/recipes/breakfastbrunch/buttermilk-syrup-3/,Gathered,"[""Buttermilk"", ""Sugar"", ""Butter"", ""Syrup"", ""Baking Soda"", ""Vanilla""]"
904013,Maple Pecan Pie I,"[""1 recipe pastry for a 9 inch single crust pie"", ""3 eggs"", ""1 1/2 cups pecan halves"", ""1 cup real maple syrup"", ""1/4 cup butter"", ""1 cup heavy whipping cream"", ""1 teaspoon vanilla extract"", ""2 tablespoons all-purpose flour"", ""1/2 teaspoon salt""]","[""Preheat oven to 375 degrees F (190 degrees C)."", ""Spread the nuts evenly over pie shell."", ""Mix together butter or margarine, vanilla, and flour. Beat the eggs well, and blend into the flour mixture. Add salt, maple syrup, and cream. Pour filling over the nuts in the pie shell. Make sure the nuts are covered, so they will not burn."", ""Bake for 50 to 60 minutes, or until knife inserted in center come out clean. Let cool at least 15 minutes before serving.""]",www.allrecipes.com/recipe/12175/maple-pecan-pie-i/,Gathered,"[""recipe pastry"", ""eggs"", ""pecan halves"", ""maple syrup"", ""butter"", ""heavy whipping cream"", ""vanilla"", ""flour"", ""salt""]"
1921237,Sloppy Joe Variation,"[""1 1/2 pounds ground beef"", ""2 cans soup, chicken gumbo"", ""1 each onions"", ""1 tablespoon lemon juice"", ""2 tablespoons prepared mustard any style"", ""1/2 cup ketchup""]","[""Brown the meat with the onions, lemon juice, salt and pepper."", ""Pour the liquid ingredients over the drained meat."", ""Makes an interesting new flavor for a quick supper."", ""This sort of soup seems to vary in moisture levels, so you might get juicier or dryer meat from batch to batch.""]",recipeland.com/recipe/v/sloppy-joe-variation-40026,Recipes1M,"[""ground beef"", ""chicken gumbo"", ""onions"", ""lemon juice"", ""ketchup""]"
1769320,Boiled Crawfish,"[""4 cloves garlic, unpeeled"", ""3 lemons, thinly sliced"", ""1 cup chopped celery leaves"", ""4 sprigs fresh parsley"", ""3 medium yellow onions, sliced"", ""1 package (3 ounces) shrimp or crab boil"", ""7 pounds live crawfish""]","[""Fill a large stockpot one-third full of cold water."", ""Add all of the ingredients except the crawfish and boil for 20 minutes."", ""Meanwhile, soak the crawfish in salted cold water for about 15 minutes; rinse."", ""Strain the stock and discard the vegetables."", ""Place the crawfish in the liquid and add water to cover, if necessary."", ""Bring to a rolling boil, reduce the heat and simmer for 15 minutes."", ""Drain and serve."", ""To make Boiled Shrimp, use 5 pounds shrimp instead of the crawfish and remove the shrimp as soon as they come to a boil."", ""Creamers (baby new potatoes) are the usual accompaniment, cooked in the same crawfish liquor.""]",www.cookstr.com/recipes/boiled-crawfish,Recipes1M,"[""garlic"", ""lemons"", ""celery"", ""parsley"", ""yellow onions"", ""shrimp"", ""live crawfish""]"
1992853,Green Beans and Horseradish SauceA Dish with Some Kick.,"[""1/4 pound diced cooked ham or bacon (not sugar-cured)"", ""1 large yellow onion, sliced"", ""Two 9-ounce packages frozen cut green beans, thawed, or two 14 1/2-ounce cans cut green beans, rinsed and drained"", ""1 cup water"", ""1 cup mayonnaise"", ""2 hard-boiled eggs, chopped"", ""1 heaping tablespoon prepared horseradish"", ""1 teaspoon Worcestershire sauce"", ""1/2 teaspoon garlic salt"", ""1/2 teaspoon celery salt"", ""1/2 teaspoon onion salt"", ""Ground black pepper to taste"", ""1 tablespoon chopped fresh parsley"", ""Juice of 1 lemon""]","[""Combine the meat and onion in a large saucepan over medium-high heat."", ""Stirring occasionally, cook until the meat is lightly browned and the onion translucent, 2 to 3 minutes."", ""Add the beans and water."", ""Cover, reduce the heat to low, and simmer until the beans are tender, about 20 minutes."", ""Meanwhile, combine the mayonnaise, eggs, horseradish, Worcestershire sauce, garlic salt, celery salt, onion salt, pepper, parsley, and lemon juice in a bowl."", ""Mix well."", ""Drain the bean mixture, put on a serving plate, and spoon the horseradish sauce on top.""]",www.epicurious.com/recipes/food/views/green-beans-and-horseradish-sauce-a-dish-with-some-kick-391530,Recipes1M,"[""bacon"", ""yellow onion"", ""green beans"", ""water"", ""mayonnaise"", ""eggs"", ""horseradish"", ""Worcestershire sauce"", ""garlic salt"", ""celery salt"", ""onion salt"", ""Ground black pepper"", ""parsley"", ""lemon""]"
2157895,Ww Chicken and Pasta,"[""34 lb whole wheat pasta (I used fusilli)"", ""3 (1/4 lb) boneless skinless chicken breast"", ""34 teaspoon salt"", ""14 teaspoon pepper"", ""1 12 cups nonfat milk (or use 1 cup fat free half and half and 1/2 cup skim milk)"", ""2 tablespoons flour"", ""18 teaspoon nutmeg"", ""2 tablespoons butter"", ""2 garlic cloves, minced"", ""14 cup swiss cheese, grated (see note in description)"", ""2 tablespoons parsley, chopped"", ""pecorino romano cheese, shaved (garnish) (optional)""]","[""Cook pasta according to package dirctions, drain."", ""While pasta is cooking sprinkle chicken with 1/4 teaspoon salt and 1/8 teaspoon pepper."", ""Spray a skillet or ridged grill pan with Pam or other cooking spray and set pan over medium high heat."", ""Add chicken to pan and cook until cooked through (5-10 minutes per side)."", ""Transfer chicken to a cutting board and let cool for 5 minutes."", ""Cut chicken into 1/2 inch cubes and set aside."", ""In a bowl whisk together milk (or half and half and milk), flour, nutmeg and the remaining salt and pepper."", ""Melt butter in a skillet (I used the same one I cooked the chicken in) over medium high heat."", ""Add garlic, cook stirring for one minute."", ""Whisk in milk mixture and cook whisking constanly until mixture bubbles and is thickened 2-5 minutes."", ""Stir in cooked pasta, chicken, grated cheese and parsley until heated through (1-3 minutes)."", ""Serve with shaved cheese (if using).""]",www.food.com/recipe/ww-chicken-and-pasta-273855,Recipes1M,"[""whole wheat pasta"", ""chicken breast"", ""salt"", ""pepper"", ""nonfat milk"", ""flour"", ""nutmeg"", ""butter"", ""garlic"", ""swiss cheese"", ""parsley"", ""pecorino romano cheese""]"
1255341,Shrimp Cocktail,"[""10 oz shrimp, cooked and peeled"", ""2-3 tbsp cognac"", ""None None lemon juice, to taste"", ""3/4 cup heavy cream, whipped to medium peaks"", ""1-2 tbsp prepared horseradish"", ""1 tsp mustard powder or Dijon mustard"", ""1 pinch sugar"", ""2 tbsp ketchup"", ""8 leaves lettuce""]","[""Toss shrimp with cognac and lemon juice and set aside to marinate. In a separate bowl, mix cream, horseradish, mustard, sugar and ketchup. Season then fold in shrimp. Arrange lettuce on 4 serving dishes and distribute shrimp cocktail over top. Garnish with black pepper.""]",recipes-plus.com/api/v2.0/recipes/18808,Gathered,"[""shrimp"", ""cognac"", ""lemon juice"", ""heavy cream"", ""horseradish"", ""mustard"", ""sugar"", ""ketchup""]"
951567,Yummy Maple Bacon Cupcakes,"[""1 1/2 cups white sugar"", ""1/2 cup butter, softened"", ""2 eggs"", ""2 teaspoons vanilla extract"", ""2 cups all-purpose flour"", ""2 teaspoons ground cinnamon"", ""1/2 teaspoon baking powder"", ""1/2 teaspoon baking soda"", ""1/4 teaspoon salt"", ""1/4 teaspoon ground nutmeg"", ""1 1/3 cups buttermilk"", ""Maple Buttercream Frosting:"", ""1/2 cup butter, softened"", ""1/4 cup shortening"", ""1/2 cup maple syrup"", ""1 pinch salt"", ""2 1/2 cups confectioners' sugar"", ""6 strips cooked bacon, crumbled"", ""1 teaspoon raw sugar, or as desired""]","[""Preheat the oven to 350 degrees F (175 degrees C). Fill 48 mini muffin cups with paper liners."", ""Beat sugar and butter together in a large bowl using an electric mixer until fluffy. Add eggs one at a time, beating well after each addition. Beat in vanilla extract."", ""Combine flour, cinnamon, baking powder, baking soda, salt, and nutmeg in a medium bowl. Add to the sugar mixture, 1/2 cup at a time, alternating with buttermilk. Mix well after each addition. Fill muffin cups 2/3 full of batter."", ""Bake in the preheated oven until a toothpick inserted into the center of a cupcake comes out clean, 18 to 21 minutes. Cool completely on a wire rack before frosting, at least 20 minutes."", ""Beat butter and shortening together until fluffy to start the frosting. Beat in maple syrup and salt. Add confectioners' sugar; beat until smooth. Frost the cooled cupcakes and sprinkle bacon crumbles and raw sugar on top.""]",www.allrecipes.com/recipe/269505/yummy-maple-bacon-cupcakes/,Gathered,"[""white sugar"", ""butter"", ""eggs"", ""vanilla"", ""flour"", ""ground cinnamon"", ""baking powder"", ""baking soda"", ""salt"", ""ground nutmeg"", ""buttermilk"", ""Maple Buttercream Frosting"", ""butter"", ""shortening"", ""maple syrup"", ""salt"", ""sugar"", ""bacon"", ""sugar""]"
46034,Braised Chicken Breasts With Mustard Sauce,"[""4 boneless chicken breasts"", ""1 Tbsp. butter"", ""1 Tbsp. all-purpose flour"", ""1/2 c. milk"", ""3 Tbsp. Dijon mustard"", ""1/2 to 3/4 tsp. horseradish"", ""1/2 c. honey"", ""3 Tbsp. lemon juice""]","[""Remove"", ""skin"", ""from chicken breasts."", ""Place on a rack in an electric"", ""frying pan or in frying pan on top of stove."", ""Add 1 cup water"", ""to"", ""frying"", ""pan."", ""Cover"", ""and"", ""cook on high until breasts are"", ""almost"", ""done."", ""Remove"", ""breasts"", ""from frying pan. Heat"", ""grill. Place"", ""breasts on very hot grill for 10 minutes. Turn often and baste with honey/lemon mixture."", ""Place on a bed of wild rice and top with 3 tablespoons of Mustard Sauce.""]",www.cookbooks.com/Recipe-Details.aspx?id=632023,Gathered,"[""chicken breasts"", ""butter"", ""flour"", ""milk"", ""mustard"", ""horseradish"", ""honey"", ""lemon juice""]"
